DESC,BED,BATH,PRICE,LOCATION
Hot Chamber&hall Apartment With 2washrooms For Rent Spintex 1year,1,2,700,"Accra, Apartments"
Executive 3bedroom House For Rent At Spintex 1year,3,2,"1500","Accra, Houses"
Decent Singleroom Self Contained Up For Rent Spintex,1,1,350,"Accra, Apartments"
Spicy Chamber And Hall Apartment For Rent Spintex,1,1,550,"Accra, Apartments"
4 Bedroom house for rent East Legon,4,5,"5700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"9700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"14000","Accra, Houses"
4 bedroom house + Swimming pool for rent at East Legon Adjiriganor,4,5,"15000","Accra, Houses"
3 bedroom Apartment for rent at East Legon,3,4,"8000","Accra, Apartments"
4 bedroom house for rent East Legon,4,5,"11000","Accra, Houses"
5 bedroom house for rent East Legon,5,6,"8000","Accra, Houses"
3bedroom Apartment for rent at gyenyaase,3,2,800,"Kumasi, Apartments"
5 bedroom house for rent East Legon,5,6,"11000","Accra, Houses"
Rent this 4bedroom house@Spintex community 18 estate,4,5,"4000","Accra, Houses"
Chamber & hall self contain 4 rent-East legon,1,1,450,"Accra, Apartments"
Freshly Built 2bedroom Apartment With 3washrooms For Rent Spintex 1year,2,3,"1200","Accra, Apartments"
New And Modern 2bedroom Apartment For Rent Spintex 1year,2,2,"1300","Accra, Apartments"
Hot Chamber&hall Apartment With 2washrooms For Rent Spintex 1year,1,2,700,"Accra, Apartments"
Executive 3bedroom House For Rent At Spintex 1year,3,2,"1500","Accra, Houses"
Decent Singleroom Self Contained Up For Rent Spintex,1,1,350,"Accra, Apartments"
Spicy Chamber And Hall Apartment For Rent Spintex,1,1,550,"Accra, Apartments"
4 Bedroom house for rent East Legon,4,5,"5700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"9700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"14000","Accra, Houses"
4 bedroom house + Swimming pool for rent at East Legon Adjiriganor,4,5,"15000","Accra, Houses"
3 bedroom Apartment for rent at East Legon,3,4,"8000","Accra, Apartments"
4 bedroom house for rent East Legon,4,5,"11000","Accra, Houses"
5 bedroom house for rent East Legon,5,6,"8000","Accra, Houses"
3bedroom Apartment for rent at gyenyaase,3,2,800,"Kumasi, Apartments"
5 bedroom house for rent East Legon,5,6,"11000","Accra, Houses"
Rent this 4bedroom house@Spintex community 18 estate,4,5,"4000","Accra, Houses"
Chamber & hall self contain 4 rent-East legon,1,1,450,"Accra, Apartments"
Freshly Built 2bedroom Apartment With 3washrooms For Rent Spintex 1year,2,3,"1200","Accra, Apartments"
New And Modern 2bedroom Apartment For Rent Spintex 1year,2,2,"1300","Accra, Apartments"
Hot Chamber&hall Apartment With 2washrooms For Rent Spintex 1year,1,2,700,"Accra, Apartments"
Executive 3bedroom House For Rent At Spintex 1year,3,2,"1500","Accra, Houses"
Decent Singleroom Self Contained Up For Rent Spintex,1,1,350,"Accra, Apartments"
Spicy Chamber And Hall Apartment For Rent Spintex,1,1,550,"Accra, Apartments"
4 Bedroom house for rent East Legon,4,5,"5700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"9700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"14000","Accra, Houses"
4 bedroom house + Swimming pool for rent at East Legon Adjiriganor,4,5,"15000","Accra, Houses"
3 bedroom Apartment for rent at East Legon,3,4,"8000","Accra, Apartments"
4 bedroom house for rent East Legon,4,5,"11000","Accra, Houses"
5 bedroom house for rent East Legon,5,6,"8000","Accra, Houses"
3bedroom Apartment for rent at gyenyaase,3,2,800,"Kumasi, Apartments"
5 bedroom house for rent East Legon,5,6,"11000","Accra, Houses"
Rent this 4bedroom house@Spintex community 18 estate,4,5,"4000","Accra, Houses"
Chamber & hall self contain 4 rent-East legon,1,1,450,"Accra, Apartments"
Freshly Built 2bedroom Apartment With 3washrooms For Rent Spintex 1year,2,3,"1200","Accra, Apartments"
New And Modern 2bedroom Apartment For Rent Spintex 1year,2,2,"1300","Accra, Apartments"
Hot Chamber&hall Apartment With 2washrooms For Rent Spintex 1year,1,2,700,"Accra, Apartments"
Executive 3bedroom House For Rent At Spintex 1year,3,2,"1500","Accra, Houses"
Decent Singleroom Self Contained Up For Rent Spintex,1,1,350,"Accra, Apartments"
Spicy Chamber And Hall Apartment For Rent Spintex,1,1,550,"Accra, Apartments"
4 Bedroom house for rent East Legon,4,5,"5700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"9700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"14000","Accra, Houses"
4 bedroom house + Swimming pool for rent at East Legon Adjiriganor,4,5,"15000","Accra, Houses"
3 bedroom Apartment for rent at East Legon,3,4,"8000","Accra, Apartments"
4 bedroom house for rent East Legon,4,5,"11000","Accra, Houses"
5 bedroom house for rent East Legon,5,6,"8000","Accra, Houses"
3bedroom Apartment for rent at gyenyaase,3,2,800,"Kumasi, Apartments"
5 bedroom house for rent East Legon,5,6,"11000","Accra, Houses"
Rent this 4bedroom house@Spintex community 18 estate,4,5,"4000","Accra, Houses"
Chamber & hall self contain 4 rent-East legon,1,1,450,"Accra, Apartments"
Freshly Built 2bedroom Apartment With 3washrooms For Rent Spintex 1year,2,3,"1200","Accra, Apartments"
New And Modern 2bedroom Apartment For Rent Spintex 1year,2,2,"1300","Accra, Apartments"
Hot Chamber&hall Apartment With 2washrooms For Rent Spintex 1year,1,2,700,"Accra, Apartments"
Executive 3bedroom House For Rent At Spintex 1year,3,2,"1500","Accra, Houses"
Decent Singleroom Self Contained Up For Rent Spintex,1,1,350,"Accra, Apartments"
Spicy Chamber And Hall Apartment For Rent Spintex,1,1,550,"Accra, Apartments"
4 Bedroom house for rent East Legon,4,5,"5700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"9700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"14000","Accra, Houses"
4 bedroom house + Swimming pool for rent at East Legon Adjiriganor,4,5,"15000","Accra, Houses"
3 bedroom Apartment for rent at East Legon,3,4,"8000","Accra, Apartments"
4 bedroom house for rent East Legon,4,5,"11000","Accra, Houses"
5 bedroom house for rent East Legon,5,6,"8000","Accra, Houses"
3bedroom Apartment for rent at gyenyaase,3,2,800,"Kumasi, Apartments"
5 bedroom house for rent East Legon,5,6,"11000","Accra, Houses"
Rent this 4bedroom house@Spintex community 18 estate,4,5,"4000","Accra, Houses"
Chamber & hall self contain 4 rent-East legon,1,1,450,"Accra, Apartments"
Freshly Built 2bedroom Apartment With 3washrooms For Rent Spintex 1year,2,3,"1200","Accra, Apartments"
New And Modern 2bedroom Apartment For Rent Spintex 1year,2,2,"1300","Accra, Apartments"
Hot Chamber&hall Apartment With 2washrooms For Rent Spintex 1year,1,2,700,"Accra, Apartments"
Executive 3bedroom House For Rent At Spintex 1year,3,2,"1500","Accra, Houses"
Decent Singleroom Self Contained Up For Rent Spintex,1,1,350,"Accra, Apartments"
Spicy Chamber And Hall Apartment For Rent Spintex,1,1,550,"Accra, Apartments"
4 Bedroom house for rent East Legon,4,5,"5700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"9700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"14000","Accra, Houses"
4 bedroom house + Swimming pool for rent at East Legon Adjiriganor,4,5,"15000","Accra, Houses"
3 bedroom Apartment for rent at East Legon,3,4,"8000","Accra, Apartments"
4 bedroom house for rent East Legon,4,5,"11000","Accra, Houses"
5 bedroom house for rent East Legon,5,6,"8000","Accra, Houses"
3bedroom Apartment for rent at gyenyaase,3,2,800,"Kumasi, Apartments"
5 bedroom house for rent East Legon,5,6,"11000","Accra, Houses"
Rent this 4bedroom house@Spintex community 18 estate,4,5,"4000","Accra, Houses"
Chamber & hall self contain 4 rent-East legon,1,1,450,"Accra, Apartments"
Freshly Built 2bedroom Apartment With 3washrooms For Rent Spintex 1year,2,3,"1200","Accra, Apartments"
New And Modern 2bedroom Apartment For Rent Spintex 1year,2,2,"1300","Accra, Apartments"
Hot Chamber&hall Apartment With 2washrooms For Rent Spintex 1year,1,2,700,"Accra, Apartments"
Executive 3bedroom House For Rent At Spintex 1year,3,2,"1500","Accra, Houses"
Decent Singleroom Self Contained Up For Rent Spintex,1,1,350,"Accra, Apartments"
Spicy Chamber And Hall Apartment For Rent Spintex,1,1,550,"Accra, Apartments"
4 Bedroom house for rent East Legon,4,5,"5700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"9700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"14000","Accra, Houses"
4 bedroom house + Swimming pool for rent at East Legon Adjiriganor,4,5,"15000","Accra, Houses"
3 bedroom Apartment for rent at East Legon,3,4,"8000","Accra, Apartments"
4 bedroom house for rent East Legon,4,5,"11000","Accra, Houses"
5 bedroom house for rent East Legon,5,6,"8000","Accra, Houses"
3bedroom Apartment for rent at gyenyaase,3,2,800,"Kumasi, Apartments"
5 bedroom house for rent East Legon,5,6,"11000","Accra, Houses"
Rent this 4bedroom house@Spintex community 18 estate,4,5,"4000","Accra, Houses"
Chamber & hall self contain 4 rent-East legon,1,1,450,"Accra, Apartments"
Freshly Built 2bedroom Apartment With 3washrooms For Rent Spintex 1year,2,3,"1200","Accra, Apartments"
New And Modern 2bedroom Apartment For Rent Spintex 1year,2,2,"1300","Accra, Apartments"
Hot Chamber&hall Apartment With 2washrooms For Rent Spintex 1year,1,2,700,"Accra, Apartments"
Executive 3bedroom House For Rent At Spintex 1year,3,2,"1500","Accra, Houses"
Decent Singleroom Self Contained Up For Rent Spintex,1,1,350,"Accra, Apartments"
Spicy Chamber And Hall Apartment For Rent Spintex,1,1,550,"Accra, Apartments"
4 Bedroom house for rent East Legon,4,5,"5700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"9700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"14000","Accra, Houses"
4 bedroom house + Swimming pool for rent at East Legon Adjiriganor,4,5,"15000","Accra, Houses"
3 bedroom Apartment for rent at East Legon,3,4,"8000","Accra, Apartments"
4 bedroom house for rent East Legon,4,5,"11000","Accra, Houses"
5 bedroom house for rent East Legon,5,6,"8000","Accra, Houses"
3bedroom Apartment for rent at gyenyaase,3,2,800,"Kumasi, Apartments"
5 bedroom house for rent East Legon,5,6,"11000","Accra, Houses"
Rent this 4bedroom house@Spintex community 18 estate,4,5,"4000","Accra, Houses"
Chamber & hall self contain 4 rent-East legon,1,1,450,"Accra, Apartments"
Freshly Built 2bedroom Apartment With 3washrooms For Rent Spintex 1year,2,3,"1200","Accra, Apartments"
New And Modern 2bedroom Apartment For Rent Spintex 1year,2,2,"1300","Accra, Apartments"
Hot Chamber&hall Apartment With 2washrooms For Rent Spintex 1year,1,2,700,"Accra, Apartments"
Executive 3bedroom House For Rent At Spintex 1year,3,2,"1500","Accra, Houses"
Decent Singleroom Self Contained Up For Rent Spintex,1,1,350,"Accra, Apartments"
Spicy Chamber And Hall Apartment For Rent Spintex,1,1,550,"Accra, Apartments"
4 Bedroom house for rent East Legon,4,5,"5700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"9700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"14000","Accra, Houses"
4 bedroom house + Swimming pool for rent at East Legon Adjiriganor,4,5,"15000","Accra, Houses"
3 bedroom Apartment for rent at East Legon,3,4,"8000","Accra, Apartments"
4 bedroom house for rent East Legon,4,5,"11000","Accra, Houses"
5 bedroom house for rent East Legon,5,6,"8000","Accra, Houses"
3bedroom Apartment for rent at gyenyaase,3,2,800,"Kumasi, Apartments"
5 bedroom house for rent East Legon,5,6,"11000","Accra, Houses"
Rent this 4bedroom house@Spintex community 18 estate,4,5,"4000","Accra, Houses"
Chamber & hall self contain 4 rent-East legon,1,1,450,"Accra, Apartments"
Freshly Built 2bedroom Apartment With 3washrooms For Rent Spintex 1year,2,3,"1200","Accra, Apartments"
New And Modern 2bedroom Apartment For Rent Spintex 1year,2,2,"1300","Accra, Apartments"
Hot Chamber&hall Apartment With 2washrooms For Rent Spintex 1year,1,2,700,"Accra, Apartments"
Executive 3bedroom House For Rent At Spintex 1year,3,2,"1500","Accra, Houses"
Decent Singleroom Self Contained Up For Rent Spintex,1,1,350,"Accra, Apartments"
Spicy Chamber And Hall Apartment For Rent Spintex,1,1,550,"Accra, Apartments"
4 Bedroom house for rent East Legon,4,5,"5700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"9700","Accra, Houses"
4 bedroom house for rent at East Legon,4,5,"14000","Accra, Houses"
4 bedroom house + Swimming pool for rent at East Legon Adjiriganor,4,5,"15000","Accra, Houses"
3 bedroom Apartment for rent at East Legon,3,4,"8000","Accra, Apartments"
4 bedroom house for rent East Legon,4,5,"11000","Accra, Houses"
5 bedroom house for rent East Legon,5,6,"8000","Accra, Houses"
chamber and hall for rent at Gbetsile,,"Accra, Rooms"
SINGLE ROOM PLUS COVERD PORCH @ MADINA YELLOW SIGNBOARD,150,"Accra, Rooms"
Single room for rent at La,160,"Accra, Rooms"
single room with porch at tabora,,"Accra, Rooms"
Single room with porch for rent at La,100,"Accra, Rooms"
Single room with kitchen for rent at La,150,"Accra, Rooms"
chamber n hall porch in Awoshie Ablekuma,,"Accra, Rooms"
Single room@dansoman,,"Accra, Rooms"
Single room with porch Ablekuma,,"Greater Accra, Rooms"
Big room with kitchen & bath Teshie,,"Accra, Rooms"
Single Room for Rent Gbawe,,"Accra, Rooms"
SINGLE ROOM WITH COVERED PORCH@ MADI A SOCIAL WELFARE,170,"Accra, Rooms"
room 4 at Ngleshie Amanfro,,"Accra, Rooms"
Neat and Spacious single room for rent. Agblezaa,,"Accra, Rooms"
NEAT SINGLE ROOM @ SOUTH MCCARTHY TETEGU,150,"Accra, Rooms"
chamber and hall with porch at Santa Maria antieku,,"Accra, Rooms"
Single room with porch for rent Santa Maria,,"Accra, Rooms"
chamber and hall self contained for rent at Adenta-fulani down,,"Accra, Rooms"
LARGE SINGLE ROOM FOR RENT @ MADINA SOCIAL WELFARE,120,"Accra, Rooms"
SINGLE ROOM WITH COVERD PORCH @ MADINA NEW MARKET,150,"Accra, Rooms"
gated single room wit big porch spintex,170,"Accra, Rooms"
single room with porch at sowutuom chopbar 1year,,"Accra, Rooms"
chamber and hall with porch at lapaz racecourse,,"Accra, Rooms"
single room with porch at sowutuom polo,,"Accra, Rooms"
single room with porch at lapaz racecourse,,"Accra, Rooms"
Tiled single room with kitchen at lapaz racecourse,,"Accra, Rooms"
single room ordinary at lapaz racecourse,,"Accra, Rooms"
LARGE SINGLE ROOM PLUS KITCHEN@ MADINA YELLOW SIGNBOAD,150,"Accra, Rooms"
EXEC SINGLE ROOM WITH BATH 6 MTHS @ ABLEKUMA,250,"Accra, Rooms"
Very normal single room with shared washroom at Aplaku west hills mall,,"Accra, Rooms"
chamber and hall for rent at Oduman,,"Accra, Rooms"
NORMAL SINGLE ROOM FOR RENT AT MADINA YELLOW SIGNBOARD DOKU,100,"Accra, Rooms"
Chamber and hall with porch at Sakaman,,"Accra, Rooms"
LARGE SINGLE FOR RENT @ MADINA THIRD GATE,110,"Accra, Rooms"
Chamber And Hall With Porch & Bathroom Insinde 4Rent @ Labadi,,"Accra, Rooms"
Single Room For Rent Botwe,,"Accra, Rooms"
A WALLED AND GATED CHAMBER HALL SC FOR RENT IN SPINTEX,500,"Accra, Rooms"
LARGE SINGLE ROOM PLUS PORCH& NEATLY TILED@ MADINA AVIATION,150,"Accra, Rooms"
single room with porch at sowutuom polo,,"Accra, Rooms"
chambe and hall with porch at Santa Maria antieku 1year,,"Accra, Rooms"
single room whit bathroom parch dansoman,,"Accra, Rooms"
Room for Rent,,"Accra, Rooms"
A single with corridor,,"Sekondi Takoradi, Rooms"
single room at buokrom estate,,"Kumasi, Rooms"
newly built chamber and hall S/C for rent at teshie lekma,,"Accra, Rooms"
Single Room Self Contain Apartment,,"Accra, Rooms"
FURNISHED SINGLE ROOM @ FLYTOP 4 RENT,600,"Accra, Rooms"
Single room at Nyankyerenease for rent,100,"Kumasi, Rooms"
BIG SINGLE RM@ MADINA NEW ROAD RAWLINGS CIRCLE,,"Accra, Rooms"
Single room with porch at Abuakwa-Maakro for rent,85,"Kumasi, Rooms"
NORMAL LARGE SINGLE ROOM @ MADINA THIRD GATE DOWN,,"Accra, Rooms"
Nice single room wth porch and bathroom for rent at teshie tsuibleooo,,"Accra, Rooms"
Tastefully Furnished Room for Rent @ Spintex,,"Accra, Rooms"
single room with porch for rent at weija,,"Accra, Rooms"
Single room for rent at Buokrom Estate limex quarry bola junction,,"Kumasi, Rooms"
single room with porch at Santa Maria antieku,,"Accra, Rooms"
single rooms with porch at 1year Antieku,,"Accra, Rooms"
single room with bath in it at lapaz racecourse,,"Accra, Rooms"
LARGE SINGLE ROOM PLUS COVERD PORCH@ MADINA SOCIAL WELFARE DOWN,180,"Accra, Rooms"
Single room at Buokrom Estate for rent,,"Kumasi, Rooms"
room for rent at kasoa Iron City.,,"Accra, Rooms"
Single room for rent at Buokrom Estate kumasi,,"Kumasi, Rooms"
NEWLY BUILT SINGLE ROOM @ MADINA WELFARE DOWN ASSEMBLIES,100,"Accra, Rooms"
nice single room with porch at Dansoman,,"Accra, Rooms"
Normal Single Room For Rent At Madina,80,"Accra, Rooms"
A room for rent at kasoa yamoah nkwata,,"Accra, Rooms"
Single room for rent at Teshie Agblezaa noble,,"Accra, Rooms"
Chamber and Hall with Kitchen Only for Rent Madina Rawlings Circle,,"Accra, Rooms"
single room kitchen in Awoshie Ablekuma,,"Accra, Rooms"
single room ordinary at sowutuom polo,,"Accra, Rooms"
single room with porch @tantra hill,,"Greater Accra, Rooms"
single room with porch at Santa Maria antieku,,"Accra, Rooms"
Single room@taifa,,"Accra, Rooms"
A Single Room at Tseaddo,,"Greater Accra, Rooms"
single room for rent tanoso down town,,"Kumasi, Rooms"
NORMAL LARGE SINGLE ROOM @ MADINA THIRD GATE DOWN,,"Accra, Rooms"
Nice single room wth porch and bathroom for rent at teshie tsuibleooo,,"Accra, Rooms"
Tastefully Furnished Room for Rent @ Spintex,,"Accra, Rooms"
