Name,What,Region,Country,Lat,Long,Elev
Waku,4,6,10.13,0.15,830,4023
Walewale,2,6,10.35,-0.80,830,15558
Walwale,2,6,10.35,-0.80,830,15558
Wapuli,4,6,9.74,0.10,830,3681
Wencheke,4,6,10.27,0.21,830,4023
Wenchigi,4,6,10.27,0.21,830,4023
Wenchiki,4,6,10.27,0.21,830,4023
Wogu,4,6,10.13,0.15,830,4023
Wulugu,4,6,10.47,-0.79,830,3974
Yabum,4,6,10.01,-1.32,830,1534
Yagaba,4,6,10.24,-1.28,830,2682
Yawgu,4,6,10.30,0.35,830,3708
Yezesi,4,6,10.28,-1.44,830,2682
Yikpabango,4,6,10.24,-1.57,830,2669
Yoggu Number 1,4,6,10.30,0.35,830,3708
Yogou,4,6,10.30,0.35,830,3708
Yogu,4,6,10.30,0.35,830,3708
Yunyo,4,6,10.49,-0.01,830,6407
Yunyoo,4,6,10.49,-0.01,830,6407
Yunyuo,4,6,10.49,-0.01,830,6407
Zagbeli,4,6,9.95,0.16,830,4020
Zegberi,4,6,9.95,0.16,830,4020
Zion,3,6,9.52,-0.74,830,29123
Ziong,3,6,9.52,-0.74,830,29123
Ablamuzadu,3,7,6.13,1.04,200,34568
Ablekpui,1,7,6.14,1.16,206,210754
Adaffia,3,7,6.08,1.12,0,30982
Adafia,3,7,6.08,1.12,0,30982
Adafianu,3,7,6.08,1.12,0,30982
Adafienu,3,7,6.08,1.12,0,30982
Adedido,1,7,6.16,1.14,213,168450
Adidokope,3,7,6.12,1.01,200,34568
Adidotoe,3,7,6.13,1.11,203,61298
Adina,2,7,6.04,1.08,187,18216
Adinamonu,3,7,6.05,1.05,187,28510
Adotekofe,3,7,6.14,1.06,203,33134
Adotekorpe,3,7,6.14,1.06,203,33134
Adotokope,3,7,6.14,1.06,203,33134
Aduta,1,7,6.16,1.18,213,321187
Adzapakope,3,7,6.15,1.10,206,60023
Adzinukorpe,3,7,6.13,1.03,203,34568
Aflahu,1,7,6.12,1.19,203,192188
Aflao,1,7,6.12,1.19,203,192188
Afloa,1,7,6.12,1.19,203,192188
Afuta,3,7,6.06,1.02,187,34168
Agavedji,2,7,6.01,1.05,177,18509
Agavedzi,2,7,6.01,1.05,177,18509
Agbadikofe,3,7,6.06,1.04,187,31773
Agbadikope,3,7,6.06,1.04,187,31773
Agbadikorpe,3,7,6.06,1.04,187,31773
Agbimenyihiakope,3,7,6.06,1.06,187,28532
Agblakope,3,7,6.09,1.02,193,34568
Agbosokope,3,7,6.13,1.04,203,34568
Agbosome,3,7,6.08,1.03,190,34568
Aginukofe,3,7,6.13,1.03,203,34568
Aginukope,3,7,6.13,1.03,203,34568
Agotome,3,7,6.06,1.03,187,32958
Agotorme,3,7,6.06,1.03,187,32958
Ahiamadikope,3,7,6.15,1.07,206,32706
Akame,3,7,6.10,1.11,196,37592
Akame Kpota,3,7,6.10,1.11,196,37592
Akanu,3,7,6.25,1.02,219,32832
Akato,3,7,6.16,1.09,209,37366
Akpatuema,3,7,6.20,1.06,216,28935
Akporkploe,1,7,6.16,1.17,213,311167
Akpotoenu,3,7,6.20,1.06,216,28935
Akpotoenu New Town,3,7,6.20,1.05,216,29835
Alogui,3,7,6.24,1.01,219,37205
Alorgui,3,7,6.24,1.01,219,37205
Alovi,3,7,6.24,1.01,219,37205
Amadzikope,3,7,6.14,1.06,203,33517
Amedjikofe,3,7,6.14,1.06,203,33741
Amedzikope,3,7,6.14,1.06,203,33741
Amedzikorpe,3,7,6.14,1.06,203,33741
Amefinu,3,7,6.08,1.06,193,33150
Amuatekokope,3,7,6.10,1.03,196,34568
Amutinu,2,7,6.02,1.06,183,18492
Amutsinu,2,7,6.02,1.06,183,18492
Anviche,3,7,6.27,1.02,223,27102
Asogo,3,7,6.16,1.06,209,32377
Ataglokope,3,7,6.10,1.17,200,76764
Atsivuta,3,7,6.08,1.07,193,33011
Atsukope,3,7,6.12,1.13,203,71573
Avakorme,3,7,6.11,1.17,200,88109
Avata,3,7,6.04,1.00,180,31438
Avelagbe,3,7,6.10,1.05,196,34568
Avema,1,7,6.13,1.17,206,181337
Avesive,3,7,6.16,1.11,209,64935
Avlato,3,7,6.06,1.02,183,33631
Avlorto,3,7,6.06,1.02,183,33631
Avloto,3,7,6.06,1.02,183,33631
Avoeme,1,7,6.11,1.17,203,135028
Avome,1,7,6.11,1.17,203,135028
Awunu,1,7,6.15,1.13,209,153462
Awutui,3,7,6.06,1.02,187,34168
Azome,1,7,6.15,1.16,209,257623
Betsima,1,7,6.16,1.12,209,106716
Dame Asorgor,3,7,6.16,1.06,209,32377
Dano,3,7,6.09,1.15,0,48349
Dano,1,7,6.12,1.19,203,192188
Danoe,3,7,6.09,1.15,0,48349
Danu,3,7,6.09,1.15,0,48349
Darege,1,7,6.16,1.13,209,168450
Datekope,3,7,6.03,1.03,180,27480
Demakope,3,7,6.22,1.00,216,39098
Demekpo,3,7,6.22,1.00,216,39098
Denomadi,3,7,6.12,1.02,200,34568
Denu,3,7,6.09,1.15,0,48349
Djoje,3,7,6.24,1.00,216,38249
Dogbekope,3,7,6.03,1.01,177,28288
Dogbekorpe,3,7,6.03,1.01,177,28288
Dogbuikofe,3,7,6.03,1.01,177,28288
Donomadi,3,7,6.12,1.02,200,34568
Doyakofe,3,7,6.11,1.02,200,34568
Doyakope,3,7,6.11,1.02,200,34568
Doyakorpe,3,7,6.11,1.02,200,34568
Duta,1,7,6.16,1.18,213,321187
Dzablikope,3,7,6.11,1.11,200,42677
Dzagoto,3,7,6.14,1.00,200,34568
Dzodze,3,7,6.24,1.00,216,38249
Ehi,3,7,6.15,1.00,203,34584
Ehie,3,7,6.15,1.00,203,34584
Ehri,3,7,6.15,1.00,203,34584
Elmina,2,7,6.04,1.08,187,18216
Elmina Chica,2,7,6.04,1.08,187,18216
Fenyi Yokoe,3,7,6.22,1.04,216,32183
Gamadzra,1,7,6.13,1.15,206,131927
Gatsikope,3,7,6.16,1.01,206,34953
Gbedjikofe,3,7,6.10,1.08,196,35013
Gbedzikorpe,3,7,6.10,1.08,196,35013
Gbegbekope,3,7,6.17,1.00,206,37236
Gblefedo,3,7,6.13,1.13,206,86998
Gedekope,3,7,6.14,1.06,203,33517
Glidza,3,7,6.05,1.02,183,32651
Glimate,3,7,6.11,1.02,196,34568
Glitame,3,7,6.11,1.02,196,34568
Golokope,3,7,6.13,1.06,200,34158
Gyagoto,3,7,6.14,1.00,200,34568
Haglako,3,7,6.11,1.12,203,52941
Haglakofe,3,7,6.11,1.12,203,52941
Haglakope,3,7,6.11,1.12,203,52941
Haglakorpe,3,7,6.11,1.12,203,52941
Hedjeranawa,3,7,6.08,1.13,196,35307
Hedzanawo,3,7,6.08,1.13,196,35307
Hedzranawo,3,7,6.08,1.13,196,35307
Hesuworkope,3,7,6.10,1.00,196,34568
Ho,3,7,6.60,0.47,830,60274
Hohoe,3,7,6.60,0.47,830,60274
Home,3,7,6.12,1.05,200,34478
Home Klikor,3,7,6.12,1.05,200,34478
Huive,3,7,6.12,1.01,200,34568
Kabutukope,3,7,6.12,1.07,200,35135
Kliko,3,7,6.08,1.03,190,34568
Klikor,3,7,6.08,1.03,190,34568
Klikor-Agbozume,3,7,6.08,1.03,190,34568
Kofega,3,7,6.13,1.10,203,50682
Kofehi,3,7,6.14,1.11,206,76426
Kofevi,3,7,6.14,1.11,206,76426
Kofeyi,3,7,6.14,1.11,206,76426
Kosikofe,3,7,6.08,1.09,193,30848
Kosikope,3,7,6.08,1.09,193,30848
Kosikorpe,3,7,6.08,1.09,193,30848
Kpanu,1,7,6.15,1.15,209,188195
Kpogadi,3,7,6.11,1.11,200,43598
Kpogedi,3,7,6.11,1.11,200,43598
Kpoglo,3,7,6.17,1.07,209,32462
Kpoglu,3,7,6.17,1.07,209,32462
Kpordorve,3,7,6.03,1.00,177,27598
Kpotsikope,3,7,6.11,1.00,196,34568
Kuli,3,7,6.21,1.00,213,40016
Kumadekofe,3,7,6.05,1.04,183,28436
Kumadekope,3,7,6.05,1.04,183,28436
Kumadekorpe,3,7,6.05,1.04,183,28436
Lakluivikope,3,7,6.11,1.12,200,52941
Larga,3,7,6.15,1.08,206,34504
Lotakor,3,7,6.11,1.05,196,34568
Matekpokofe,3,7,6.10,1.03,196,34568
Milegbakofe,3,7,6.05,1.03,183,31513
Milegbakope,3,7,6.05,1.03,183,31513
Musakope,1,7,6.13,1.18,209,221301
Nogokpo,3,7,6.09,1.07,196,33011
Nogopo,3,7,6.09,1.07,196,33011
Nyame Agbogbome,3,7,6.15,1.11,206,76426
Okaladzi,3,7,6.08,1.12,0,30982
Penyi,3,7,6.22,1.04,216,32183
Porura,1,7,6.12,1.19,203,192188
Salakope,2,7,6.01,1.05,177,18509
Sikor,3,7,6.04,1.04,183,28382
Sodzisikope,1,7,6.11,1.18,203,146770
Sohume,3,7,6.04,1.02,180,32651
Sonuto,3,7,6.04,1.04,183,26643
Srohume,3,7,6.04,1.02,180,32651
Tadzle,3,7,6.18,1.02,209,38497
Tamekofe,3,7,6.26,1.02,219,33290
Tamekorpe,3,7,6.26,1.02,219,33290
Tarnekofe,3,7,6.26,1.02,219,33290
Tasikome,3,7,6.03,1.03,180,26329
Tetekofe,3,7,6.07,1.11,190,26998
Tetekope,3,7,6.07,1.11,190,26998
Tetekorpe,3,7,6.07,1.11,190,26998
Togodo,3,7,6.10,1.11,196,37919
Toko,3,7,6.11,1.13,203,58349
Tokonya,3,7,6.11,1.13,203,58349
Tokor,3,7,6.11,1.13,203,58349
Tokpa,3,7,6.25,1.00,219,36010
Tonu,3,7,6.26,1.02,223,29743
Tornu Village,3,7,6.26,1.02,223,29743
Tsavanya,3,7,6.03,1.00,173,26111
Tsubrukoe,3,7,6.13,1.10,203,50682
Tublukofe,3,7,6.13,1.10,203,50682
Tublukorpe,3,7,6.13,1.10,203,50682
Viefe,3,7,6.10,1.15,200,74489
Viepe,3,7,6.10,1.15,200,74489
Vudaba,3,7,6.16,1.09,209,49091
Vudome,3,7,6.09,1.09,196,36816
Weve,3,7,6.12,1.01,200,34568
Wive,3,7,6.12,1.01,200,34568
Wudoaba,3,7,6.16,1.09,209,49091
Wudoabra,3,7,6.16,1.09,209,49091
Wutortsikope,3,7,6.06,1.04,190,31905
Yama,3,7,6.16,1.10,209,71246
Zagoto,3,7,6.14,1.00,200,34568
Ziome,1,7,6.15,1.16,209,257623
Zogbe,1,7,6.14,1.16,206,210754
Zukpe,3,7,6.19,1.07,213,31423
Abase,2,8,4.88,-2.06,242,14556
Abasi,2,8,4.88,-2.06,242,14556
Achenim,2,8,4.76,-2.03,246,10504
Achim,3,8,4.88,-2.25,232,29233
Achim Dada,4,8,4.98,-2.06,249,8342
Adiawso,2,8,4.92,-2.02,242,11568
Adukrom,3,8,4.91,-2.23,232,28566
Afrebo,4,8,4.92,-2.16,219,8900
Agona,3,8,4.87,-2.20,219,32670
Aguafo,3,8,4.87,-2.20,219,32670
Agufo,3,8,4.87,-2.20,219,32670
Ahiem,4,8,4.96,-2.19,236,7301
Ahonozo,4,8,4.99,-2.54,203,5128
Ahuntizu,4,8,4.99,-2.54,203,5128
Aketechi,2,8,4.78,-2.11,265,10782
Akitekyi,2,8,4.78,-2.11,265,10782
Akutuabo,4,8,4.98,-2.27,246,7301
Akwidaa Beebianeha,2,8,4.76,-2.02,0,10183
Akwo Babianiba,2,8,4.76,-2.02,0,10183
Akwoda Babianiha,2,8,4.76,-2.02,0,10183
Akyenmu,2,8,4.76,-2.03,246,10504
Akyinim,2,8,4.76,-2.03,246,10504
Alabokazo,4,8,5.00,-2.43,216,6819
Aloen,4,8,5.00,-2.62,203,4986
Alumkazo,4,8,4.99,-2.55,206,5007
Amanmewhe,3,8,4.89,-2.22,223,31833
Anagyi,2,8,4.90,-2.12,226,12707
Anaji,2,8,4.90,-2.12,226,12707
Anasam,4,8,4.98,-2.09,242,8231
Anchenin,3,8,4.90,-2.20,219,29351
Anchenin,2,8,4.80,-2.15,236,10167
Aniben,4,8,5.00,-2.18,242,7316
Anibil,4,8,5.00,-2.18,242,7316
Animakrom,2,8,4.84,-2.08,242,16837
Anindini,2,8,4.85,-2.15,226,14262
Anochi,4,8,4.97,-2.52,203,3785
Anuku,4,8,4.96,-2.38,223,7018
Anwea,4,8,4.99,-2.33,236,8007
Anwian,2,8,4.82,-2.15,232,10338
Anwianwia,4,8,4.99,-2.33,236,8007
Anwiasu,4,8,4.95,-2.10,242,9186
Anwiun,2,8,4.82,-2.15,232,10338
Anyam,2,8,4.88,-2.07,242,15314
Aposika,3,8,4.86,-2.24,232,28446
Aro Bokaso,4,8,5.00,-2.43,216,6819
Arobaso,4,8,5.00,-2.43,216,6819
Asabie,4,8,4.99,-2.14,246,7685
Asaman,3,8,4.89,-2.24,229,30610
Asamko,4,8,4.92,-2.32,236,5508
Asangrun,4,8,4.96,-2.39,219,6253
Asanko,4,8,4.92,-2.32,236,5508
Asanta,4,8,4.91,-2.29,0,9734
Asemko,4,8,4.92,-2.32,236,5508
Aserim,2,8,4.90,-2.13,216,12677
Asiekrom,2,8,4.78,-2.03,249,13440
Aspei,2,8,4.84,-2.02,246,16724
Assenta,4,8,4.91,-2.29,0,9734
Asubey,2,8,4.81,-2.08,249,16046
Asuboi,2,8,4.81,-2.08,249,16046
Asuoti,4,8,4.97,-2.23,242,7301
Atababo,4,8,4.96,-2.29,239,7757
Ataraso,2,8,4.82,-2.08,242,16694
Atiakrom,4,8,4.95,-2.24,239,8669
Atinchin,4,8,4.75,-2.09,295,6375
Atinkyin,4,8,4.75,-2.09,295,6375
Atrakaso,4,8,4.94,-2.19,232,7301
Atterboe,4,8,4.98,-2.55,200,4240
Atuabo,4,8,4.98,-2.55,200,4240
Atuabo Ahonlezo,4,8,4.99,-2.54,203,5128
Auchiri,2,8,4.91,-2.19,219,15745
Ausakrom,2,8,4.86,-2.12,229,15642
Ausakrom,3,8,4.90,-2.23,229,31237
Awukyere,2,8,4.91,-2.19,219,15745
Axim,3,8,4.87,-2.24,232,29433
Bakanta,4,8,4.95,-2.43,0,4103
Bakunchirako,2,8,4.91,-2.12,226,11684
Behin,4,8,4.99,-2.59,0,4670
Bejei,2,8,4.84,-2.16,226,13340
Beku,4,8,4.97,-2.50,206,4021
Bentiniboa,4,8,4.97,-2.39,219,6790
Benyimadi,3,8,4.86,-2.24,232,29109
Beryimadi,3,8,4.86,-2.24,232,29109
Beyin,4,8,4.99,-2.59,0,4670
Bokro,2,8,4.94,-2.12,236,10044
Bomakpole,4,8,5.00,-2.33,236,7301
Bomoakpole,4,8,5.00,-2.33,236,7301
Bujei,2,8,4.84,-2.16,226,13340
Bunuso,4,8,4.97,-2.05,255,8345
Dadwin,2,8,4.90,-2.16,216,10171
Dajwin,2,8,4.90,-2.16,216,10171
Dentokrom,2,8,4.82,-2.20,232,15264
Dentukrom,2,8,4.82,-2.20,232,15264
Domun,3,8,4.84,-2.21,229,26343
Domunli,3,8,4.84,-2.21,229,26343
Dubenokram,2,8,4.88,-2.13,219,14074
Dubenokrom,2,8,4.88,-2.13,219,14074
Duhenokrom,2,8,4.88,-2.13,219,14074
Dukurom,2,8,4.89,-2.12,219,13850
Eikwe,4,8,4.96,-2.47,209,3935
Ejan,2,8,4.83,-2.20,229,22262
Elonyi,4,8,5.00,-2.62,203,4986
Enyaam,2,8,4.88,-2.07,242,15314
Esamang,3,8,4.89,-2.24,229,30610
Esamang,4,8,5.00,-2.08,246,8217
Esamang,3,8,4.89,-2.24,229,30610
Esiama,4,8,4.94,-2.35,229,5708
Essaman,4,8,5.00,-2.08,246,8217
Essiama,4,8,4.94,-2.35,229,5708
Eyukweh,4,8,4.96,-2.47,209,3935
Fort Bladenburg,2,8,4.79,-2.13,0,10712
Fupiri,2,8,4.83,-2.12,236,15521
Hyedua,2,8,4.94,-2.07,249,10262
Jabenkrom,2,8,4.90,-2.05,236,13036
Jabrekrom,2,8,4.90,-2.05,236,13036
Kaboku,4,8,4.98,-2.57,200,4095
Kamiaktom,4,8,4.97,-2.29,242,7301
Kangan,4,8,5.00,-2.65,196,5233
Kangane,4,8,5.00,-2.65,196,5233
Kasaw,2,8,4.89,-2.03,249,14445
Katakor,4,8,4.76,-2.04,246,9281
Katakro,4,8,4.76,-2.04,246,9281
Katakwo,4,8,4.76,-2.04,246,9281
Kengen,4,8,5.00,-2.65,196,5233
Kikam,4,8,4.93,-2.33,236,5666
Kikum,4,8,4.93,-2.33,236,5666
Kokofri,4,8,4.98,-2.18,239,7302
Krisan,4,8,4.96,-2.46,209,4093
Krisin,4,8,4.96,-2.46,209,4093
Krissa,4,8,4.96,-2.46,209,4093
Kukuavile,4,8,4.98,-2.18,239,7302
Kumasi,2,8,4.86,-2.08,242,16732
Kumwensia,4,8,4.98,-2.36,229,8351
Mensakrom,4,8,4.99,-2.14,246,7677
Miamia,4,8,4.81,-2.17,236,9318
Miemia,4,8,4.81,-2.17,236,9318
Mpeinyasa,2,8,4.82,-2.08,246,16694
Mutrakni,4,8,4.80,-2.16,239,7181
Nalochi,4,8,4.97,-2.52,203,3785
Nanwa,4,8,4.96,-2.24,239,7301
Natiem,3,8,4.89,-2.21,219,32072
Ndatiem,3,8,4.89,-2.21,219,32072
Nerehazo,4,8,4.99,-2.61,200,4469
Nerekaza,4,8,4.99,-2.61,200,4469
Ngalechi,4,8,4.97,-2.50,0,4153
Ngalichi,4,8,4.97,-2.50,0,4153
Ngelekazo,4,8,4.99,-2.61,200,4469
Ngugro,4,8,5.00,-2.30,239,7301
Nkatakado,2,8,4.81,-2.11,242,14174
Nkokraba,4,8,4.97,-2.39,219,6163
Nkrofro,4,8,4.97,-2.32,236,8432
Nkroful,4,8,4.97,-2.32,236,8432
Nsama,4,8,4.76,-2.11,0,8007
Ntakrom,2,8,4.83,-2.00,246,16837
Nuakonkram,4,8,4.99,-2.05,242,8344
Nuakonkrom,4,8,4.99,-2.05,242,8344
Nyamebekyere Number 1,4,8,4.95,-2.10,242,9186
Nyamibechire,4,8,4.95,-2.10,242,9186
Nyanso,4,8,4.99,-2.09,242,8197
Nyaye,2,8,4.91,-2.10,232,12218
Nyubasa,2,8,4.92,-2.10,232,11504
Pampamso,2,8,4.84,-2.10,242,16837
Pampanasi,2,8,4.88,-2.11,226,15017
Prince,2,8,4.79,-2.13,0,10712
Princes Town,2,8,4.79,-2.13,0,10712
Sanzule,4,8,4.96,-2.45,0,4255
Sefwi,2,8,4.77,-2.08,272,10623
Sekondi,3,8,4.94,-1.71,0,85184
Sekondi Takoradi,3,8,4.94,-1.71,0,85184
Sekondis-Takoradis,3,8,4.94,-1.71,0,85184
Sensuri,4,8,4.96,-2.45,0,4255
Seo,2,8,4.81,-2.11,239,14456
Shedua,2,8,4.94,-2.07,249,10262
Subri,4,8,4.95,-2.15,232,8439
Takoradi,1,8,4.9016,1.7831,390,445205
Tandokwere,2,8,4.87,-2.14,219,14081
Teko Bokaso,4,8,4.98,-2.32,236,8478
Teleku Bokazo,4,8,4.98,-2.32,236,8478
Tomento,2,8,4.87,-2.06,242,15732
Tuesi,2,8,4.79,-2.06,255,15166
Wadiakrom,2,8,4.78,-2.01,249,12574
Wadikrom,2,8,4.78,-2.01,249,12574
Tarkwa,3,8,5.3064326,-2.0062496,304,34941
Abliri,4,9,10.73,-1.28,830,5069
Alagiligobisi,2,9,10.91,-0.81,830,20115
Bawku,3,9,11.06,-0.24,830,31608
Binaba,2,9,10.76,-0.48,830,10579
Binaba Natinga,2,9,10.76,-0.48,830,10579
Binduri,2,9,10.97,-0.31,830,17731
Binduri Natinga,2,9,10.97,-0.31,830,17731
Binsuri,2,9,10.97,-0.31,830,17731
Biung,2,9,10.62,-0.66,830,20031
Biungu,2,9,10.62,-0.66,830,20031
Bolagatanga,2,9,10.79,-0.85,830,20381
Bolgatanga,2,9,10.79,-0.85,830,20381
Bongo,2,9,10.91,-0.81,830,20115
Bongo Alagim Giligobisi,2,9,10.91,-0.81,830,20115
Bugri,2,9,10.98,-0.13,830,17731
Bugri Natinga,2,9,10.98,-0.13,830,17731
Buguri,2,9,10.98,-0.13,830,17731
Búgur,2,9,10.98,-0.13,830,17731
Chuchiliga,4,9,10.82,-1.18,830,8394
Chuchilliga Azuguyeri Nawasa,4,9,10.82,-1.18,830,8394
Chuchilliga Central,4,9,10.82,-1.18,830,8394
Dagbanga,2,9,10.76,-0.48,830,10579
Danfoana,2,9,10.71,-0.22,830,17730
Danfonga,2,9,10.71,-0.22,830,17730
Danvonga,2,9,10.71,-0.22,830,17730
Danvorga,2,9,10.71,-0.22,830,17730
Datoko,2,9,10.71,-0.65,830,20115
Datuku,2,9,10.71,-0.65,830,20115
Donfonga,2,9,10.71,-0.22,830,17730
Doninga,4,9,10.62,-1.42,830,5066
Doninga-Dorinsa,4,9,10.62,-1.42,830,5066
Feo Nabisi,2,9,10.99,-0.80,830,16530
Fiagu,2,9,10.99,-0.80,830,16530
Fiogu,2,9,10.99,-0.80,830,16530
Garu,2,9,10.85,-0.18,830,17731
Garu Natinga,2,9,10.85,-0.18,830,17731
Gumbo,2,9,11.12,-0.28,830,16134
Kadem,4,9,10.59,-1.23,830,5066
Kadema,4,9,10.59,-1.23,830,5066
Kadema Banyangsa,4,9,10.59,-1.23,830,5066
Kadema Central,4,9,10.59,-1.23,830,5066
Kaiyoro,4,9,10.96,-1.34,935,9775
Kamsori,2,9,11.05,-0.07,830,17450
Kanjaga,4,9,10.51,-1.37,830,5051
Kantisabilisi,2,9,10.79,-0.80,830,20269
Katiu,2,9,10.85,-1.34,830,11473
Kayoro,4,9,10.96,-1.34,935,9775
Kayoro Achasongo,4,9,10.96,-1.34,935,9775
Ketiu,2,9,10.85,-1.34,830,11473
Ketiu Asabia,2,9,10.85,-1.34,830,11473
Kologo,2,9,10.73,-1.07,830,11321
Kologu,2,9,10.61,-0.86,830,18482
Kologu Nayiri,2,9,10.73,-1.07,830,11321
Kpikpira Natinga,2,9,10.82,-0.08,830,16991
Kugri,2,9,10.78,-0.29,830,17731
Kugri Natinga,2,9,10.78,-0.29,830,17731
Kuguri,2,9,10.78,-0.29,830,17731
Mogonori,2,9,11.12,-0.28,830,16134
Na,2,9,10.92,-1.14,830,12653
Nabio,2,9,10.92,-1.14,830,12653
Naga,2,9,10.60,-1.02,830,11473
Naga Central,2,9,10.60,-1.02,830,11473
Naga Chom,2,9,10.60,-1.02,830,11473
Nakong,4,9,10.81,-1.43,830,9682
Nakong-Atinia,4,9,10.81,-1.43,830,9682
Namango Abiribisi,2,9,10.98,-0.85,830,21696
Namawgo,2,9,10.98,-0.85,830,21696
Namogo,2,9,10.98,-0.85,830,21696
Namoo,2,9,10.98,-0.85,830,21696
Namorgo,2,9,10.98,-0.85,830,21696
Nangauri,2,9,10.86,-0.67,830,19912
Nangodi,2,9,10.86,-0.67,830,19912
Nangodi Kalini,2,9,10.86,-0.67,830,19912
Natinga,2,9,10.82,-0.08,830,16991
Navrongo,2,9,10.90,-1.09,830,12653
Paga,4,9,10.97,-1.11,830,9224
Paga Kakungu,4,9,10.97,-1.11,830,9224
Paga Na,2,9,10.92,-1.14,830,12653
Palagu,2,9,10.61,-0.86,830,18482
Paragu,2,9,10.61,-0.86,830,18482
Pekpira,2,9,10.82,-0.08,830,16991
Poga,4,9,10.97,-1.11,830,9224
Pusiga,2,9,11.08,-0.13,830,15503
Pussiga,2,9,11.08,-0.13,830,15503
Pwalagu,2,9,10.61,-0.86,830,18482
Pwalugu,2,9,10.61,-0.86,830,18482
Sabzundi,2,9,10.99,-0.06,830,17731
Sambrungo,2,9,10.83,-0.91,830,19919
Sambruno,2,9,10.83,-0.91,830,19919
Sandem,4,9,10.73,-1.28,830,5069
Sandema,4,9,10.73,-1.28,830,5069
Sandema Abiliyeri,4,9,10.73,-1.28,830,5069
Sandema Central,4,9,10.73,-1.28,830,5069
Sapeliga,2,9,11.09,-0.40,830,13631
Sapelliga,2,9,11.09,-0.40,830,13631
Sapelliga Natinga,2,9,11.09,-0.40,830,13631
Sebone,2,9,11.09,-0.40,830,13631
Shega,2,9,10.73,-0.73,830,20115
Shia,2,9,10.73,-0.73,830,20115
Shiega,2,9,10.73,-0.73,830,20115
Sia,2,9,10.73,-0.73,830,20115
Sinebaga,2,9,10.69,-0.30,830,17731
Sinibaga,2,9,10.69,-0.30,830,17731
Siniebaga,2,9,10.69,-0.30,830,17731
Sinnibaga,2,9,10.69,-0.30,830,17731
Sumbrungo Azorebisi,2,9,10.83,-0.91,830,19919
Tong,2,9,10.71,-0.80,830,20127
Tonga,2,9,10.71,-0.80,830,20127
Tongo,2,9,10.71,-0.80,830,20127
Tongo Zoo,2,9,10.71,-0.80,830,20127
Uwasi,4,9,10.48,-1.23,830,5066
Uwasi Central,4,9,10.48,-1.23,830,5066
Uwasi Kazengsa,4,9,10.48,-1.23,830,5066
Wangodi,2,9,10.86,-0.67,830,19912
Warikambo,2,9,10.78,-0.14,830,17731
Warinyaga,2,9,10.89,-0.07,830,17395
Warinyanga,2,9,10.89,-0.07,830,17395
Wiasi,4,9,10.36,-1.33,830,4384
Wiasi Atong Yeri,4,9,10.36,-1.33,830,4384
Wiasi Central,4,9,10.36,-1.33,830,4384
Winkogo,2,9,10.72,-0.86,830,20167
Winkogo Akungobisi,2,9,10.72,-0.86,830,20167
Woricambo,2,9,10.78,-0.14,830,17731
Woricombo,2,9,10.78,-0.14,830,17731
Wunkwaw,2,9,10.72,-0.86,830,20167
Wunkwawgu,2,9,10.72,-0.86,830,20167
Wurinyanga,2,9,10.89,-0.07,830,17395
Wuriyanga,2,9,10.89,-0.07,830,17395
Zabzundi,2,9,10.99,-0.06,830,17731
Zariboko,2,9,10.76,-0.13,830,17664
Zariboku,2,9,10.76,-0.13,830,17664
Zebila,2,9,10.94,-0.48,830,10569
Zebilla,2,9,10.94,-0.48,830,10569
Zebilla Natinga,2,9,10.94,-0.48,830,10569
Zong Natinga,2,9,11.05,-0.07,830,17450
Zongoin,2,9,10.67,-0.41,830,11381
Zongoiri,2,9,10.67,-0.41,830,11381
Zongoiri Natinga,2,9,10.67,-0.41,830,11381
Zorebisi,2,9,10.83,-0.91,830,19919
Zouarago,2,9,10.79,-0.80,830,20269
Zuaragu,2,9,10.79,-0.80,830,20269
Zuarungu,2,9,10.79,-0.80,830,20269
Zuarungu Kantia,2,9,10.79,-0.80,830,20269
Zungori,2,9,10.67,-0.41,830,11381
Zvarungu,2,9,10.79,-0.80,830,20269
Bantala,4,10,9.83,-1.73,895,1383
Basiasan,4,10,10.80,-1.56,830,1490
Basirisan,4,10,10.80,-1.56,830,1490
Basisan,4,10,10.80,-1.56,830,1490
Bielepong,4,10,9.97,-1.72,830,4230
Bielikpong,4,10,9.97,-1.72,830,4230
Boubeli,4,10,10.58,-1.97,964,1490
Du,4,10,10.30,-1.82,830,2020
Ducie,4,10,9.83,-1.99,997,3510
Dusie,4,10,9.83,-1.99,997,3510
Duu,4,10,10.30,-1.82,830,2020
Funsi,4,10,10.30,-1.97,830,4821
Gbantala,4,10,9.83,-1.73,895,1383
Gwasi,4,10,10.48,-1.65,974,1490
Gwosi,4,10,10.48,-1.65,974,1490
Jumo,4,10,10.22,-1.91,830,5215
Katua,4,10,9.98,-1.93,830,5215
Kulun,4,10,10.09,-1.88,830,5215
Nabolo,4,10,10.48,-1.79,997,1490
Nabulo,4,10,10.48,-1.79,997,1490
Nebiewale,4,10,10.60,-1.63,830,1490
Pina,4,10,10.89,-1.75,980,1490
Pudo,4,10,10.94,-1.52,1007,1490
Pudon,4,10,10.94,-1.52,1007,1490
Santijan,4,10,10.54,-1.53,830,2290
Santijang,4,10,10.54,-1.53,830,2290
Sombisi,4,10,10.13,-1.72,830,5213
Tumu,4,10,10.88,-1.98,997,2515
